matchPeriod,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls_received,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_penalty,Yellow_card,Red_card,PlayerType,gender
1H,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0
1H,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0
1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0
1H,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,2,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
1H,6,4,2,0,0,0,4,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,27,21,6,1,0,1,2,0,2,1,1,0,4,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,28,23,5,0,0,0,3,2,1,0,0,0,1,1,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,Defender,0
1H,18,10,8,1,1,0,2,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
1H,16,14,2,1,0,1,1,1,0,0,0,0,6,3,3,1,1,1,0,1,0,0,0,2,2,0,0,0,0,0,Forward,0
1H,16,10,6,0,0,0,0,0,0,7,5,2,4,2,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,Forward,0
1H,6,3,3,1,0,1,0,0,0,1,1,0,4,1,3,1,1,1,1,0,0,0,0,3,0,2,0,0,0,0,Forward,0
1H,10,7,3,0,0,0,1,0,1,2,0,2,8,4,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,20,16,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
1H,22,18,4,0,0,0,4,1,3,1,1,0,2,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,Defender,0
1H,24,16,8,0,0,0,5,2,3,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,31,19,12,0,0,0,7,1,6,0,0,0,2,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
1H,7,7,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,13,8,5,1,0,1,5,2,3,0,0,0,2,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
1H,15,10,5,2,1,1,0,0,0,1,1,0,4,1,3,0,2,1,0,1,1,0,0,1,1,0,1,0,0,0,Midfielder,0
1H,17,11,6,1,0,1,3,3,0,1,1,0,8,5,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,0
1H,8,6,2,1,0,1,0,0,0,2,0,2,4,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,0
1H,16,13,3,2,0,2,2,0,2,1,0,1,4,1,3,0,2,1,1,0,2,0,0,1,1,0,0,0,0,0,Midfielder,0
1H,8,7,1,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,Midfielder,0
1H,19,14,5,0,0,0,1,1,0,3,2,1,5,2,3,0,2,0,0,0,1,0,6,1,0,1,0,0,0,0,Defender,0
1H,16,10,6,0,0,0,3,1,2,2,1,1,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,20,17,3,0,0,0,4,2,2,2,0,2,1,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,Defender,0
2H,7,7,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,40,36,4,0,0,0,2,2,0,0,0,0,4,2,2,0,3,0,0,0,2,0,1,2,1,0,0,0,1,0,Midfielder,0
2H,31,23,8,0,0,0,5,3,2,0,0,0,1,1,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,Defender,0
2H,25,21,4,3,1,2,2,1,1,0,0,0,3,0,3,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,Defender,0
2H,10,7,3,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,0
2H,12,7,5,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,3,1,1,0,0,0,0,Forward,0
2H,9,6,3,3,0,3,0,0,0,1,0,1,2,2,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,Forward,0
2H,7,4,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,32,25,7,4,2,2,5,2,3,1,1,0,2,1,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,Defender,0
2H,29,26,3,0,0,0,7,5,2,0,0,0,2,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,0
2H,3,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,ForwardSubstitute,0
2H,25,18,7,0,0,0,2,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,18,17,1,0,0,0,3,3,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,14,10,4,1,0,1,4,0,4,1,0,1,1,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,Defender,0
2H,9,3,6,0,0,0,7,2,5,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,Goalkeeper,0
2H,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,DefenderSubstitute,0
2H,21,17,4,2,0,2,3,0,3,0,0,0,1,1,0,1,1,0,0,0,2,0,4,0,0,0,0,0,0,0,Defender,0
2H,12,9,3,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,19,15,4,0,0,0,1,1,0,0,0,0,6,3,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,Forward,0
2H,5,5,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,Forward,0
2H,13,10,3,0,0,0,1,1,0,1,1,0,6,2,4,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,Midfielder,0
2H,9,8,1,1,1,0,1,0,1,1,0,1,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,17,12,5,0,0,0,3,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
2H,9,3,6,0,0,0,1,0,1,0,0,0,2,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,17,12,5,0,0,0,5,4,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,7,6,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,Defender,0
1H,12,6,6,0,0,0,8,3,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,41,37,4,0,0,0,4,2,2,1,1,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,Defender,0
1H,38,29,9,1,0,1,4,1,3,1,1,0,3,0,3,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,Midfielder,0
1H,11,7,4,0,0,0,0,0,0,1,0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,25,16,9,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Forward,0
1H,11,7,4,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,Forward,0
1H,50,39,11,1,0,1,6,5,1,6,3,3,1,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,Midfielder,0
1H,24,21,3,3,0,3,1,0,1,3,2,1,7,4,3,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,Defender,0
1H,39,37,2,0,0,0,1,1,0,3,1,2,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
1H,40,34,6,3,0,3,3,1,2,4,3,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,0
1H,32,29,3,0,0,0,1,0,1,1,0,1,4,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,11,2,9,0,0,0,8,1,7,0,0,0,1,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,0
1H,5,1,4,0,0,0,5,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Defender,0
1H,10,5,5,0,0,0,0,0,0,0,0,0,4,2,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,0
1H,9,4,5,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Defender,0
1H,7,4,3,0,0,0,1,1,0,13,4,9,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,8,3,5,0,0,0,1,0,1,1,1,0,2,0,2,0,1,0,0,0,2,0,1,1,1,0,0,0,1,0,Midfielder,0
1H,6,3,3,0,0,0,1,0,1,3,2,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,17,10,7,0,0,0,3,0,3,7,3,4,3,1,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,Forward,0
1H,10,3,7,0,0,0,5,1,4,1,1,0,7,4,3,0,2,0,0,0,0,1,3,1,1,0,1,0,0,0,Midfielder,0
1H,6,3,3,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,4,1,3,1,0,1,3,1,2,0,0,0,4,2,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,Defender,0
2H,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,24,18,6,0,0,0,2,1,1,2,2,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,0
2H,22,15,7,0,0,0,1,0,1,1,0,1,1,0,1,4,1,3,2,1,0,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,5,5,0,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Forward,0
2H,12,8,4,0,0,0,2,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
2H,7,3,4,0,0,0,1,0,1,3,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,0
2H,21,16,5,0,0,0,1,1,0,4,3,1,4,3,1,0,1,0,0,0,0,0,0,3,2,1,1,0,0,0,Midfielder,0
2H,7,6,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0
2H,22,19,3,0,0,0,2,2,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,0
2H,22,16,6,4,1,3,0,0,0,1,1,0,6,5,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,0
2H,15,13,2,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DefenderSubstitute,0
2H,16,14,2,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,8,5,3,1,0,1,3,2,1,0,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Defender,0
2H,1,0,1,0,0,0,1,0,1,3,2,1,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,Defender,0
2H,6,3,3,0,0,0,0,0,0,2,1,1,3,1,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Defender,0
2H,3,1,2,0,0,0,0,0,0,7,2,5,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Forward,0
2H,5,2,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,8,3,5,0,0,0,1,0,1,1,0,1,4,3,1,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,Midfielder,0
2H,8,3,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Forward,0
2H,5,3,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,Midfielder,0
2H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,6,0,6,0,0,0,2,0,2,1,0,1,6,2,4,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,0
1H,31,24,7,1,1,0,6,3,3,1,1,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
1H,6,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,32,31,1,0,0,0,0,0,0,2,1,1,2,0,2,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
1H,19,12,7,1,1,0,2,0,2,2,0,2,2,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,16,13,3,1,0,1,1,1,0,1,0,1,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,21,16,5,1,0,1,1,1,0,1,0,1,9,4,5,2,4,2,0,2,1,0,0,1,1,0,0,0,0,0,Forward,0
1H,12,5,7,1,0,1,0,0,0,6,3,3,4,3,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,Forward,0
1H,27,19,8,0,0,0,3,1,2,3,2,1,3,2,1,0,2,0,0,0,1,1,2,2,1,0,1,0,0,0,Midfielder,0
1H,4,4,0,0,0,0,1,1,0,3,1,2,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,18,15,3,0,0,0,0,0,0,6,4,2,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,31,23,8,0,0,0,8,4,4,1,0,1,1,0,1,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,Defender,0
1H,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Goalkeeper,0
1H,18,14,4,0,0,0,4,2,2,3,1,2,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,0,0,0,Defender,0
1H,14,11,3,1,0,1,2,1,1,3,3,0,3,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
1H,14,10,4,0,0,0,0,0,0,10,5,5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,22,12,10,1,0,1,2,0,2,2,2,0,5,4,1,1,5,1,1,0,0,1,1,1,0,1,0,0,0,0,Forward,0
1H,13,12,1,0,0,0,5,4,1,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,0
1H,16,12,4,0,0,0,4,4,0,3,1,2,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,11,9,2,0,0,0,1,1,0,1,0,1,4,1,3,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,Midfielder,0
1H,17,11,6,1,0,1,3,1,2,0,0,0,1,0,1,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,31,26,5,0,0,0,5,3,2,0,0,0,4,1,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,Defender,0
1H,21,11,10,0,0,0,1,1,0,2,1,1,6,3,3,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,Midfielder,0
2H,26,19,7,0,0,0,7,2,5,2,0,2,3,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,Defender,0
2H,10,1,9,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Goalkeeper,0
2H,23,23,0,0,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,Defender,0
2H,14,12,2,0,0,0,1,1,0,1,0,1,5,2,3,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,Midfielder,0
2H,20,16,4,1,0,1,2,0,2,0,0,0,4,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,14,10,4,1,0,1,2,0,2,0,0,0,11,8,3,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,Forward,0
2H,4,3,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,Forward,0
2H,22,15,7,0,0,0,2,1,1,4,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Midfielder,0
2H,5,3,2,1,0,1,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
2H,6,3,3,0,0,0,1,0,1,1,1,0,5,3,2,0,1,0,0,0,2,0,0,2,0,2,0,0,1,0,DefenderSubstitute,0
2H,19,16,3,0,0,0,3,2,1,0,0,0,3,2,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,Midfielder,0
2H,24,20,4,0,0,0,3,1,2,1,1,0,2,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,Defender,0
2H,6,4,2,2,1,1,2,1,1,2,1,1,8,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,10,3,7,0,0,0,8,1,7,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,14,12,2,0,0,0,2,1,1,0,0,0,2,0,2,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,Defender,0
2H,17,11,6,1,0,1,6,3,3,0,0,0,3,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Defender,0
2H,8,7,1,0,0,0,1,1,0,5,2,3,4,2,2,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,Midfielder,0
2H,15,10,5,2,1,1,2,0,2,1,0,1,4,1,3,3,1,4,4,0,0,0,0,2,1,0,0,0,0,0,Forward,0
2H,22,15,7,0,0,0,9,3,6,1,1,0,4,4,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,Defender,0
2H,10,5,5,0,0,0,1,0,1,1,0,1,7,3,4,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,Midfielder,0
2H,13,11,2,0,0,0,4,2,2,1,0,1,7,1,6,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,Midfielder,0
2H,14,9,5,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,18,13,5,3,1,2,2,0,2,0,0,0,4,1,3,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,Defender,0
2H,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,6,5,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
1H,7,5,2,0,0,0,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,19,12,7,2,0,2,4,1,3,2,1,1,2,1,1,2,1,0,0,0,1,0,4,0,0,0,0,0,0,0,Defender,0
1H,16,12,4,0,0,0,3,2,1,1,1,0,2,1,1,3,0,2,0,2,1,1,1,2,1,0,1,1,0,0,Midfielder,0
1H,16,11,5,1,0,1,1,0,1,2,2,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,13,9,4,2,0,2,1,0,1,1,1,0,7,4,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,0
1H,25,17,8,0,0,0,12,7,5,1,0,1,5,1,4,2,3,0,0,0,1,0,8,0,0,0,0,0,1,0,Defender,0
1H,14,8,6,1,0,1,1,0,1,0,0,0,5,4,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,Midfielder,0
1H,19,17,2,0,0,0,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
1H,13,10,3,0,0,0,1,1,0,1,0,1,5,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
1H,8,5,3,0,0,0,1,0,1,4,1,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,12,6,6,3,0,3,1,0,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,4,3,1,0,0,0,4,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,14,12,2,0,0,0,3,1,2,2,1,1,1,1,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,Defender,0
1H,19,9,10,1,0,1,8,1,7,0,0,0,6,4,2,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,0
1H,22,11,11,0,0,0,0,0,0,8,5,3,3,2,1,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,15,9,6,1,0,1,1,0,1,1,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,23,15,8,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,Defender,0
1H,3,2,1,0,0,0,0,0,0,0,0,0,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,8,4,4,0,0,0,1,1,0,2,0,2,3,0,3,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,Midfielder,0
1H,10,8,2,2,0,2,0,0,0,0,0,0,7,4,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,0
1H,16,11,5,1,0,1,0,0,0,0,0,0,6,2,4,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,Midfielder,0
1H,10,8,2,0,0,0,0,0,0,1,1,0,4,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,Midfielder,0
2H,8,5,3,0,0,0,5,2,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,18,11,7,0,0,0,1,0,1,1,1,0,2,1,1,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,Defender,0
2H,13,7,6,0,0,0,4,0,4,2,0,2,3,1,2,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,7,7,0,0,0,0,1,1,0,2,0,2,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Midfielder,0
2H,19,12,7,1,0,1,0,0,0,4,4,0,12,8,4,0,3,0,0,0,1,0,0,2,1,0,1,0,0,0,Midfielder,0
2H,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,9,8,1,0,0,0,1,0,1,2,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,0
2H,11,10,1,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,15,8,7,0,0,0,7,3,4,5,4,1,2,0,2,2,2,0,0,0,0,0,9,0,0,0,0,0,1,0,Defender,0
2H,8,3,5,1,0,1,3,0,3,0,0,0,2,0,2,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,Defender,0
2H,10,7,3,0,0,0,0,0,0,2,1,1,4,3,1,0,3,0,0,0,0,0,0,2,2,0,0,0,1,0,Forward,0
2H,5,5,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,7,5,2,3,1,2,0,0,0,0,0,0,5,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,6,4,2,0,0,0,1,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,5,4,1,0,0,0,2,2,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,4,1,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Goalkeeper,0
2H,15,12,3,0,0,0,5,3,2,1,1,0,3,0,3,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,Defender,0
2H,19,14,5,0,0,0,1,1,0,8,6,2,4,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,14,8,6,3,1,2,2,1,1,2,1,1,7,3,4,0,1,2,2,0,0,0,0,2,2,0,1,0,0,0,Forward,0
