matchPeriod,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls_received,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_penalty,Yellow_card,Red_card,PlayerType,gender
1H,5,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,26,24,2,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,Midfielder,0
1H,34,26,8,0,0,0,9,4,5,2,2,0,2,1,1,2,2,0,0,0,2,0,5,0,0,0,0,0,0,0,Defender,0
1H,13,10,3,1,0,1,1,0,1,1,1,0,3,2,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,0
1H,15,12,3,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,25,18,7,0,0,0,1,1,0,1,1,0,4,1,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,29,24,5,1,0,1,4,2,2,2,1,1,3,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,0
1H,11,10,1,2,0,2,2,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DefenderSubstitute,0
2H,3,2,1,1,0,1,0,0,0,2,0,2,3,1,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,Forward,0
2H,8,2,6,0,0,0,6,0,6,4,3,1,3,1,2,3,2,0,0,0,2,0,7,0,0,0,0,0,0,0,Defender,0
2H,6,2,4,0,0,0,3,0,3,4,1,3,2,1,1,3,0,0,0,0,1,1,5,0,0,0,0,0,0,0,Defender,0
2H,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,13,5,8,0,0,0,10,2,8,0,0,0,4,0,4,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,Midfielder,0
2H,8,6,2,0,0,0,2,1,1,1,0,1,6,1,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,6,3,3,1,0,1,0,0,0,2,1,1,5,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,2,1,1,1,0,1,0,0,0,1,0,1,7,4,3,0,4,1,0,1,1,0,1,1,0,1,0,0,0,0,ForwardSubstitute,0
2H,7,1,6,0,0,0,3,0,3,4,0,4,6,1,5,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,0
2H,12,6,6,0,0,0,1,0,1,1,0,1,3,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,12,7,5,0,0,0,1,1,0,0,0,0,3,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
2H,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,Goalkeeper,0
2H,7,5,2,0,0,0,1,0,1,2,2,0,3,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Defender,0
2H,2,0,2,0,0,0,2,0,2,0,0,0,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,7,5,2,1,0,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
2H,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Midfielder,0
2H,15,11,4,0,0,0,2,1,1,3,3,0,3,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,Forward,0
2H,7,5,2,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,12,10,2,1,0,1,0,0,0,4,1,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,15,11,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,33,25,8,0,0,0,10,5,5,3,2,1,5,4,1,2,2,0,0,0,0,0,3,1,0,1,0,0,0,0,Defender,0
2H,12,8,4,0,0,0,0,0,0,2,2,0,5,3,2,1,4,0,0,0,1,0,0,1,1,0,0,0,1,0,Defender,0
2H,12,9,3,0,0,0,0,0,0,3,3,0,7,4,3,0,4,0,0,0,0,0,0,2,1,1,1,0,0,0,Forward,0
2H,14,11,3,0,0,0,2,1,1,0,0,0,4,3,1,5,1,4,2,2,0,0,0,2,0,1,0,0,0,0,Midfielder,0
2H,28,18,10,1,1,0,9,4,5,1,1,0,4,3,1,2,1,0,0,0,3,0,2,1,0,1,0,0,1,0,Defender,0
2H,7,2,5,2,0,2,1,1,0,2,2,0,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,MidfielderSubstitute,0
2H,20,17,3,1,0,1,1,0,1,1,0,1,8,8,0,3,4,0,0,0,1,0,2,0,0,0,0,0,0,0,DefenderSubstitute,0
1H,40,30,10,0,0,0,7,2,5,3,0,3,5,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
1H,7,3,4,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,22,14,8,2,1,1,3,1,2,1,0,1,4,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Defender,0
1H,20,13,7,0,0,0,1,0,1,0,0,0,3,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,16,14,2,0,0,0,1,1,0,0,0,0,3,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,0
1H,9,6,3,0,0,0,0,0,0,3,0,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Forward,0
1H,17,9,8,1,0,1,3,1,2,2,0,2,6,3,3,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,Midfielder,0
1H,45,41,4,0,0,0,2,0,2,1,0,1,1,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,Defender,0
1H,30,23,7,0,0,0,3,3,0,4,0,4,2,0,2,0,2,0,0,0,1,1,1,1,0,1,0,0,1,0,Midfielder,0
1H,25,17,8,0,0,0,0,0,0,5,1,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,41,33,8,0,0,0,1,0,1,0,0,0,3,2,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
1H,8,5,3,2,1,1,2,0,2,0,0,0,11,6,5,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,Midfielder,0
1H,10,7,3,0,0,0,3,1,2,2,2,0,1,0,1,1,1,0,0,0,1,0,5,1,0,1,0,0,0,0,Defender,0
1H,16,8,8,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,6,3,3,0,0,0,1,1,0,0,0,0,3,2,1,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,Defender,0
1H,18,8,10,0,0,0,0,0,0,9,9,0,2,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,Forward,0
1H,7,5,2,1,0,1,0,0,0,0,0,0,10,6,4,0,4,3,1,2,1,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,13,9,4,0,0,0,1,0,1,2,2,0,2,0,2,4,1,1,0,1,0,0,1,1,0,1,0,0,0,0,Midfielder,0
1H,8,4,4,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,0
1H,12,9,3,0,0,0,0,0,0,2,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
1H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
1H,5,4,1,0,0,0,4,3,1,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Goalkeeper,0
1H,10,6,4,1,1,0,2,1,1,2,2,0,3,2,1,2,0,0,0,0,0,0,4,1,1,0,0,0,0,0,Defender,0
2H,9,3,6,0,0,0,8,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,22,15,7,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,DefenderSubstitute,0
2H,25,11,14,0,0,0,8,1,7,2,1,1,3,1,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,Defender,0
2H,12,9,3,2,0,2,0,0,0,0,0,0,4,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,17,13,4,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,15,8,7,0,0,0,0,0,0,6,3,3,6,3,3,1,3,0,0,0,0,1,1,1,1,0,0,0,1,0,Forward,0
2H,14,11,3,0,0,0,0,0,0,1,1,0,5,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Forward,0
2H,15,10,5,1,0,1,1,1,0,2,1,1,3,1,2,0,2,5,2,3,0,0,4,0,0,0,0,0,0,0,Midfielder,0
2H,10,4,6,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,22,19,3,0,0,0,3,2,1,2,0,2,4,2,2,0,2,0,0,0,1,0,3,1,0,1,0,0,0,0,Defender,0
2H,4,0,4,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,25,18,7,0,0,0,4,1,3,0,0,0,2,1,1,5,0,0,0,0,2,1,1,1,1,0,0,0,0,0,Defender,0
2H,14,8,6,0,0,0,5,2,3,1,0,1,4,3,1,1,0,0,0,0,2,0,3,2,0,1,0,0,0,0,Midfielder,0
2H,6,2,4,0,0,0,1,0,1,1,0,1,3,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,0
2H,11,8,3,0,0,0,1,0,1,0,0,0,3,2,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,Midfielder,0
2H,8,2,6,0,0,0,2,0,2,2,1,1,1,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,Defender,0
2H,6,2,4,1,0,1,0,0,0,6,2,4,5,1,4,0,2,0,0,0,1,0,2,1,0,1,0,0,0,0,Forward,0
2H,12,10,2,0,0,0,0,0,0,0,0,0,10,4,6,1,3,1,0,1,0,0,0,2,0,2,0,0,0,0,Midfielder,0
2H,15,8,7,0,0,0,0,0,0,0,0,0,5,0,5,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,Midfielder,0
2H,14,9,5,0,0,0,1,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
2H,12,4,8,0,0,0,3,0,3,1,0,1,5,3,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,ForwardSubstitute,0
2H,3,2,1,0,0,0,1,0,1,2,2,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Goalkeeper,0
2H,6,2,4,0,0,0,3,1,2,2,1,1,1,0,1,1,1,0,0,0,1,0,5,0,0,0,0,0,1,0,Defender,0
E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
E1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
E1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Midfielder,0
E1,3,1,2,0,0,0,1,0,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
E1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
E1,5,3,2,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
E1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
E1,3,0,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
E1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
E1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
E1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0
E1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
E1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
E1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,0
E1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Defender,0
1H,15,8,7,0,0,0,12,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
1H,27,22,5,0,0,0,5,3,2,2,2,0,3,0,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,Defender,0
1H,19,15,4,0,0,0,2,2,0,3,1,2,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,Defender,0
1H,26,18,8,0,0,0,4,2,2,3,2,1,3,3,0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Midfielder,0
1H,23,16,7,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,Midfielder,0
1H,15,9,6,1,0,1,0,0,0,4,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,0
1H,17,12,5,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,22,18,4,0,0,0,1,0,1,5,3,2,4,4,0,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,Midfielder,0
1H,14,8,6,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,0
1H,13,10,3,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,Midfielder,0
1H,24,18,6,2,0,2,1,0,1,1,0,1,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,0
1H,8,2,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Goalkeeper,0
1H,7,3,4,1,0,1,5,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,Defender,0
1H,11,2,9,2,1,1,6,0,6,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Midfielder,0
1H,6,3,3,0,0,0,1,0,1,3,1,2,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,Defender,0
1H,16,11,5,0,0,0,2,1,1,3,0,3,2,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Midfielder,0
1H,12,6,6,0,0,0,0,0,0,9,5,4,6,2,4,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,Forward,0
1H,14,9,5,0,0,0,4,3,1,0,0,0,3,2,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,Forward,0
1H,3,2,1,0,0,0,0,0,0,1,0,1,5,2,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,Forward,0
1H,9,6,3,0,0,0,3,1,2,1,0,1,3,1,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Midfielder,0
1H,8,1,7,1,0,1,4,0,4,1,1,0,2,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,Midfielder,0
1H,12,9,3,0,0,0,6,4,2,1,1,0,1,0,1,3,1,0,0,0,0,0,4,0,0,0,0,0,1,0,Defender,0
2H,11,9,2,0,0,0,6,4,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,18,17,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
2H,28,25,3,0,0,0,4,4,0,1,1,0,1,1,0,0,1,0,0,0,2,0,2,2,0,2,0,0,0,0,Defender,0
2H,30,26,4,2,1,1,3,2,1,1,0,1,3,2,1,3,3,4,2,2,1,0,2,2,0,2,0,0,0,0,Midfielder,0
2H,10,8,2,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,Midfielder,0
2H,11,8,3,0,0,0,0,0,0,1,1,0,5,4,1,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,Forward,0
2H,12,8,4,6,1,5,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,Midfielder,0
2H,17,12,5,0,0,0,1,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ForwardSubstitute,0
2H,5,4,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,22,18,4,0,0,0,3,3,0,1,1,0,4,3,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,23,22,1,2,1,1,2,1,1,0,0,0,3,2,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,Defender,0
2H,26,22,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,27,20,7,2,0,2,1,1,0,0,0,0,3,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,Defender,0
2H,5,0,5,0,0,0,5,0,5,0,0,0,1,1,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,Goalkeeper,0
2H,8,3,5,0,0,0,4,0,4,1,0,1,3,1,2,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,Defender,0
2H,6,4,2,4,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,12,8,4,0,0,0,6,3,3,0,0,0,1,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
2H,7,4,3,1,0,1,2,0,2,3,1,2,6,1,5,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,0
2H,15,12,3,0,0,0,0,0,0,3,1,2,3,2,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,Forward,0
2H,6,5,1,0,0,0,1,1,0,0,0,0,4,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,0
2H,10,7,3,1,0,1,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Forward,0
2H,3,3,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Forward,0
2H,4,2,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Midfielder,0
2H,8,3,5,0,0,0,3,0,3,0,0,0,5,5,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,Midfielder,0
2H,8,7,1,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,5,2,5,0,0,0,0,0,0,0,Defender,0
1H,5,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,13,7,6,1,0,1,3,1,2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Forward,0
1H,10,7,3,0,0,0,2,1,1,1,0,1,2,1,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,Midfielder,0
1H,8,4,4,0,0,0,5,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,Defender,0
1H,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,Defender,0
1H,7,4,3,0,0,0,2,0,2,1,0,1,6,2,4,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,Defender,0
1H,6,4,2,0,0,0,5,3,2,0,0,0,1,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,Goalkeeper,0
1H,16,7,9,0,0,0,4,0,4,4,2,2,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Midfielder,0
1H,11,4,7,0,0,0,1,1,0,3,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,Midfielder,0
1H,12,4,8,0,0,0,5,1,4,2,2,0,9,4,5,2,2,0,0,0,1,1,3,0,0,0,0,0,0,0,Defender,0
1H,6,4,2,0,0,0,1,0,1,2,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0
1H,15,10,5,1,0,1,0,0,0,1,1,0,7,4,3,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,Forward,0
1H,32,24,8,3,1,2,7,6,1,3,2,1,4,1,3,1,1,3,3,0,1,0,1,1,0,1,0,0,0,0,Midfielder,0
1H,20,16,4,0,0,0,5,3,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Midfielder,0
1H,26,20,6,2,0,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,Defender,0
1H,42,36,6,0,0,0,8,6,2,3,2,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,Defender,0
1H,18,14,4,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,Forward,0
1H,25,24,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,Midfielder,0
1H,26,20,6,0,0,0,2,2,0,1,0,1,7,3,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Forward,0
1H,7,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Goalkeeper,0
1H,27,23,4,3,1,2,1,1,0,1,0,1,2,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Defender,0
1H,37,27,10,0,0,0,12,6,6,1,1,0,2,0,2,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,0
2H,6,2,4,0,0,0,3,0,3,1,0,1,5,1,4,0,1,1,1,0,1,0,3,1,1,0,0,0,0,0,Midfielder,0
2H,4,3,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Midfielder,0
2H,5,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,Defender,0
2H,6,4,2,0,0,0,3,1,2,2,1,1,1,1,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Defender,0
2H,12,7,5,1,0,1,2,0,2,0,0,0,2,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,0
2H,5,1,4,0,0,0,5,1,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Goalkeeper,0
2H,9,6,3,1,0,1,1,0,1,5,1,4,3,0,3,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,Midfielder,0
2H,11,6,5,0,0,0,3,2,1,2,2,0,4,3,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Midfielder,0
2H,6,4,2,1,0,1,1,0,1,1,0,1,3,1,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,Defender,0
2H,12,1,11,0,0,0,6,0,6,0,0,0,8,5,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,Midfielder,0
2H,0,0,0,1,1,0,0,0,0,1,0,1,3,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,ForwardSubstitute,0
2H,5,3,2,0,0,0,2,0,2,1,0,1,7,2,5,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,ForwardSubstitute,0
2H,29,23,6,3,0,3,0,0,0,0,0,0,4,2,2,0,0,2,1,1,0,0,1,2,1,1,0,0,0,0,Forward,0
2H,21,14,7,1,0,1,7,3,4,5,2,3,6,3,3,1,2,2,0,2,0,0,0,1,0,1,0,0,0,0,Midfielder,0
2H,34,27,7,0,0,0,6,4,2,2,2,0,12,8,4,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,Midfielder,0
2H,26,19,7,3,1,2,6,4,2,2,1,1,5,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Defender,0
2H,30,28,2,0,0,0,7,5,2,2,2,0,3,2,1,2,2,0,0,0,5,1,5,0,0,0,0,0,0,0,Defender,0
2H,33,30,3,1,1,0,3,2,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,Midfielder,0
2H,10,8,2,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0
2H,12,7,5,0,0,0,8,3,5,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Goalkeeper,0
2H,16,13,3,1,0,1,6,3,3,0,0,0,7,4,3,0,2,2,0,2,0,0,1,1,1,0,0,0,0,0,MidfielderSubstitute,0
2H,4,3,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ForwardSubstitute,0
2H,7,7,0,0,0,0,0,0,0,0,0,0,5,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Defender,0
2H,21,18,3,0,0,0,9,6,3,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Defender,0
2H,17,11,6,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,8,1,4,0,0,0,0,ForwardSubstitute,0
